Target Detail	Target Rank	Target Score	miRNA Name	Gene Symbol	Gene Description	
Details	343	85	hsa-miR-126-5p	SGPP1	sphingosine-1-phosphate phosphatase 1	
Details	344	85	hsa-miR-126-5p	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative)	
Details	345	85	hsa-miR-126-5p	ARL13B	ADP ribosylation factor like GTPase 13B	
Details	346	85	hsa-miR-126-5p	PPIF	peptidylprolyl isomerase F	
Details	347	85	hsa-miR-126-5p	CD2AP	CD2 associated protein	
Details	348	85	hsa-miR-126-5p	TRMT10A	tRNA methyltransferase 10A	
Details	349	85	hsa-miR-126-5p	COLEC12	collectin subfamily member 12	
Details	350	85	hsa-miR-126-5p	C17orf75	chromosome 17 open reading frame 75	
Details	351	85	hsa-miR-126-5p	DCDC2	doublecortin domain containing 2	
Details	352	85	hsa-miR-126-5p	PNLIPRP3	pancreatic lipase related protein 3	
Details	353	85	hsa-miR-126-5p	FAM199X	family with sequence similarity 199, X-linked	
Details	354	85	hsa-miR-126-5p	IFI44	interferon induced protein 44	
Details	355	85	hsa-miR-126-5p	LARP4	La ribonucleoprotein domain family member 4	
Details	356	85	hsa-miR-126-5p	ZNF10	zinc finger protein 10	
Details	357	84	hsa-miR-126-5p	MOG	myelin oligodendrocyte glycoprotein	
Details	358	84	hsa-miR-126-5p	PGC	progastricsin	
Details	359	84	hsa-miR-126-5p	CUBN	cubilin	
Details	360	84	hsa-miR-126-5p	OSTF1	osteoclast stimulating factor 1	
Details	361	84	hsa-miR-126-5p	MSR1	macrophage scavenger receptor 1	
Details	362	84	hsa-miR-126-5p	PPARGC1A	PPARG coactivator 1 alpha	
Details	363	84	hsa-miR-126-5p	COL11A1	collagen type XI alpha 1 chain	
Details	364	84	hsa-miR-126-5p	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	
Details	365	84	hsa-miR-126-5p	NEGR1	neuronal growth regulator 1	
Details	366	84	hsa-miR-126-5p	KRT78	keratin 78	
Details	367	84	hsa-miR-126-5p	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	
Details	368	84	hsa-miR-126-5p	WNT3	Wnt family member 3	
Details	369	84	hsa-miR-126-5p	USP12	ubiquitin specific peptidase 12	
Details	370	84	hsa-miR-126-5p	NACC2	NACC family member 2	
Details	371	84	hsa-miR-126-5p	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	
Details	372	84	hsa-miR-126-5p	GSK3B	glycogen synthase kinase 3 beta	
Details	373	84	hsa-miR-126-5p	STX17	syntaxin 17	
Details	374	84	hsa-miR-126-5p	CDK19	cyclin dependent kinase 19	
Details	375	84	hsa-miR-126-5p	FAM129A	family with sequence similarity 129 member A	
Details	376	84	hsa-miR-126-5p	PEX5L	peroxisomal biogenesis factor 5 like	
Details	377	84	hsa-miR-126-5p	TGFBR1	transforming growth factor beta receptor 1	
Details	378	84	hsa-miR-126-5p	RSPO3	R-spondin 3	
Details	379	84	hsa-miR-126-5p	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	
Details	380	84	hsa-miR-126-5p	LRRC3B	leucine rich repeat containing 3B	
Details	381	84	hsa-miR-126-5p	TANK	TRAF family member associated NFKB activator	
Details	382	84	hsa-miR-126-5p	PAN3	poly(A) specific ribonuclease subunit PAN3	
Details	383	84	hsa-miR-126-5p	LIN9	lin-9 DREAM MuvB core complex component	
Details	384	84	hsa-miR-126-5p	GRB2	growth factor receptor bound protein 2	
Details	385	83	hsa-miR-126-5p	DKK1	dickkopf WNT signaling pathway inhibitor 1	
Details	386	83	hsa-miR-126-5p	CTBS	chitobiase	
Details	387	83	hsa-miR-126-5p	SPRY4	sprouty RTK signaling antagonist 4	
Details	388	83	hsa-miR-126-5p	INAFM2	InaF motif containing 2	
Details	389	83	hsa-miR-126-5p	MAP3K13	mitogen-activated protein kinase kinase kinase 13	
Details	390	83	hsa-miR-126-5p	WASHC3	WASH complex subunit 3	
Details	391	83	hsa-miR-126-5p	EIF3J	eukaryotic translation initiation factor 3 subunit J	
Details	392	83	hsa-miR-126-5p	LRCH2	leucine rich repeats and calponin homology domain containing 2	
Details	393	83	hsa-miR-126-5p	CALCB	calcitonin related polypeptide beta	
Details	394	83	hsa-miR-126-5p	KPNA4	karyopherin subunit alpha 4	
Details	395	83	hsa-miR-126-5p	UNC5D	unc-5 netrin receptor D	
Details	396	83	hsa-miR-126-5p	DMBX1	diencephalon/mesencephalon homeobox 1	
Details	397	83	hsa-miR-126-5p	KCNV1	potassium voltage-gated channel modifier subfamily V member 1	
Details	398	83	hsa-miR-126-5p	UGT2B17	UDP glucuronosyltransferase family 2 member B17	
Details	399	83	hsa-miR-126-5p	MAN1A1	mannosidase alpha class 1A member 1	
Details	400	83	hsa-miR-126-5p	NXT2	nuclear transport factor 2 like export factor 2	
Details	401	83	hsa-miR-126-5p	KIAA1549L	KIAA1549 like	
Details	402	83	hsa-miR-126-5p	GPSM1	G protein signaling modulator 1	
Details	403	83	hsa-miR-126-5p	SLITRK4	SLIT and NTRK like family member 4	
Details	404	83	hsa-miR-126-5p	ODAPH	odontogenesis associated phosphoprotein	
Details	405	83	hsa-miR-126-5p	RGS4	regulator of G protein signaling 4	
Details	406	82	hsa-miR-126-5p	ITGB6	integrin subunit beta 6	
Details	407	82	hsa-miR-126-5p	TAOK3	TAO kinase 3	
Details	408	82	hsa-miR-126-5p	NLK	nemo like kinase	
Details	409	82	hsa-miR-126-5p	ZBTB18	zinc finger and BTB domain containing 18	
Details	410	82	hsa-miR-126-5p	ACVR2B	activin A receptor type 2B	
Details	411	82	hsa-miR-126-5p	CREB1	cAMP responsive element binding protein 1	
Details	412	82	hsa-miR-126-5p	ENOX2	ecto-NOX disulfide-thiol exchanger 2	
Details	413	82	hsa-miR-126-5p	ADCYAP1	adenylate cyclase activating polypeptide 1	
Details	414	82	hsa-miR-126-5p	PRAMEF13	PRAME family member 13	
Details	415	82	hsa-miR-126-5p	GLE1	GLE1, RNA export mediator	
Details	416	82	hsa-miR-126-5p	TMX4	thioredoxin related transmembrane protein 4	
Details	417	82	hsa-miR-126-5p	FAM78A	family with sequence similarity 78 member A	
Details	418	82	hsa-miR-126-5p	RAB31	RAB31, member RAS oncogene family	
Details	419	82	hsa-miR-126-5p	WDR64	WD repeat domain 64	
Details	420	82	hsa-miR-126-5p	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C	
Details	421	82	hsa-miR-126-5p	PRAMEF14	PRAME family member 14	
Details	422	82	hsa-miR-126-5p	RSBN1	round spermatid basic protein 1	
Details	423	82	hsa-miR-126-5p	NHLRC2	NHL repeat containing 2	
Details	424	82	hsa-miR-126-5p	PRAMEF1	PRAME family member 1	
Details	425	82	hsa-miR-126-5p	ADGRG2	adhesion G protein-coupled receptor G2	
Details	426	82	hsa-miR-126-5p	ZDHHC20	zinc finger DHHC-type containing 20	
Details	427	82	hsa-miR-126-5p	CAVIN2	caveolae associated protein 2	
Details	428	82	hsa-miR-126-5p	DPY19L2	dpy-19 like 2	
Details	429	82	hsa-miR-126-5p	KMT2A	lysine methyltransferase 2A	
Details	430	81	hsa-miR-126-5p	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	
Details	431	81	hsa-miR-126-5p	LRRC8D	leucine rich repeat containing 8 VRAC subunit D	
Details	432	81	hsa-miR-126-5p	HPSE	heparanase	
Details	433	81	hsa-miR-126-5p	DICER1	dicer 1, ribonuclease III	
Details	434	81	hsa-miR-126-5p	OCLN	occludin	
Details	435	81	hsa-miR-126-5p	IMPAD1	inositol monophosphatase domain containing 1	
Details	436	81	hsa-miR-126-5p	MLPH	melanophilin	
Details	437	81	hsa-miR-126-5p	EPS15	epidermal growth factor receptor pathway substrate 15	
Details	438	81	hsa-miR-126-5p	UHRF1BP1L	UHRF1 binding protein 1 like	
Details	439	81	hsa-miR-126-5p	CA1	carbonic anhydrase 1	
Details	440	81	hsa-miR-126-5p	RXFP1	relaxin family peptide receptor 1	
Details	441	81	hsa-miR-126-5p	XIRP2	xin actin binding repeat containing 2	
Details	442	81	hsa-miR-126-5p	PLIN1	perilipin 1	
Details	443	81	hsa-miR-126-5p	RTN4RL1	reticulon 4 receptor like 1	
Details	444	81	hsa-miR-126-5p	FRMPD4	FERM and PDZ domain containing 4	
Details	445	81	hsa-miR-126-5p	USP10	ubiquitin specific peptidase 10	
Details	446	81	hsa-miR-126-5p	SLC19A2	solute carrier family 19 member 2	
Details	447	81	hsa-miR-126-5p	PRXL2A	peroxiredoxin like 2A	
Details	448	81	hsa-miR-126-5p	ZNF33A	zinc finger protein 33A	
Details	449	81	hsa-miR-126-5p	MORC1	MORC family CW-type zinc finger 1	
Details	450	81	hsa-miR-126-5p	MMS22L	MMS22 like, DNA repair protein	
Details	451	81	hsa-miR-126-5p	PCDH7	protocadherin 7	
Details	452	81	hsa-miR-126-5p	HPN	hepsin	
Details	453	81	hsa-miR-126-5p	UBE3C	ubiquitin protein ligase E3C	
Details	454	81	hsa-miR-126-5p	C6orf136	chromosome 6 open reading frame 136	
Details	455	80	hsa-miR-126-5p	AHCTF1	AT-hook containing transcription factor 1	
Details	456	80	hsa-miR-126-5p	COMMD10	COMM domain containing 10	
Details	457	80	hsa-miR-126-5p	WDR5B	WD repeat domain 5B	
Details	458	80	hsa-miR-126-5p	BRAT1	BRCA1 associated ATM activator 1	
Details	459	80	hsa-miR-126-5p	CHMP3	charged multivesicular body protein 3	
Details	460	80	hsa-miR-126-5p	MSRB3	methionine sulfoxide reductase B3	
Details	461	80	hsa-miR-126-5p	TAF9	TATA-box binding protein associated factor 9	
Details	462	80	hsa-miR-126-5p	GTF2F1	general transcription factor IIF subunit 1	
Details	463	80	hsa-miR-126-5p	SLC6A15	solute carrier family 6 member 15	
Details	464	80	hsa-miR-126-5p	ANKRD20A1	ankyrin repeat domain 20 family member A1	
Details	465	80	hsa-miR-126-5p	HMGXB4	HMG-box containing 4	
Details	466	80	hsa-miR-126-5p	SNRPN	small nuclear ribonucleoprotein polypeptide N	
Details	467	80	hsa-miR-126-5p	LONRF2	LON peptidase N-terminal domain and ring finger 2	
Details	468	80	hsa-miR-126-5p	CCDC149	coiled-coil domain containing 149	
Details	469	80	hsa-miR-126-5p	TNFSF4	TNF superfamily member 4	
Details	470	80	hsa-miR-126-5p	SOGA1	suppressor of glucose, autophagy associated 1	
Details	471	80	hsa-miR-126-5p	CCNT2	cyclin T2	
Details	472	80	hsa-miR-126-5p	NF1	neurofibromin 1	
Details	473	80	hsa-miR-126-5p	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	
Details	474	80	hsa-miR-126-5p	ANKRD20A4	ankyrin repeat domain 20 family member A4	
Details	475	80	hsa-miR-126-5p	RNF103-CHMP3	RNF103-CHMP3 readthrough	
Details	476	80	hsa-miR-126-5p	POFUT1	protein O-fucosyltransferase 1	
Details	477	80	hsa-miR-126-5p	MINDY2	MINDY lysine 48 deubiquitinase 2	
Details	478	80	hsa-miR-126-5p	DUSP28	dual specificity phosphatase 28	
Details	479	80	hsa-miR-126-5p	MAP3K7	mitogen-activated protein kinase kinase kinase 7	
Details	480	80	hsa-miR-126-5p	ANKRD20A2	ankyrin repeat domain 20 family member A2	
Details	481	80	hsa-miR-126-5p	C21orf62	chromosome 21 open reading frame 62	
Details	482	79	hsa-miR-126-5p	RASEF	RAS and EF-hand domain containing	
Details	483	79	hsa-miR-126-5p	NXT1	nuclear transport factor 2 like export factor 1	
Details	484	79	hsa-miR-126-5p	SMS	spermine synthase	
Details	485	79	hsa-miR-126-5p	REG3G	regenerating family member 3 gamma	
Details	486	79	hsa-miR-126-5p	MINAR1	membrane integral NOTCH2 associated receptor 1	
Details	487	79	hsa-miR-126-5p	CHUK	conserved helix-loop-helix ubiquitous kinase	
Details	488	79	hsa-miR-126-5p	STARD4	StAR related lipid transfer domain containing 4	
Details	489	79	hsa-miR-126-5p	CLEC12B	C-type lectin domain family 12 member B	
Details	490	79	hsa-miR-126-5p	VGLL1	vestigial like family member 1	
Details	491	79	hsa-miR-126-5p	CCDC14	coiled-coil domain containing 14	
Details	492	79	hsa-miR-126-5p	CDK13	cyclin dependent kinase 13	
Details	493	79	hsa-miR-126-5p	IFFO1	intermediate filament family orphan 1	
Details	494	79	hsa-miR-126-5p	STRN	striatin	
Details	495	79	hsa-miR-126-5p	AKAP4	A-kinase anchoring protein 4	
Details	496	79	hsa-miR-126-5p	GATA3	GATA binding protein 3	
Details	497	79	hsa-miR-126-5p	ZFAND5	zinc finger AN1-type containing 5	
Details	498	79	hsa-miR-126-5p	CASP3	caspase 3	
Details	499	79	hsa-miR-126-5p	STK17B	serine/threonine kinase 17b	
Details	500	79	hsa-miR-126-5p	PHC3	polyhomeotic homolog 3	
Details	501	79	hsa-miR-126-5p	TMEM266	transmembrane protein 266	
Details	502	79	hsa-miR-126-5p	LMO4	LIM domain only 4	
Details	503	79	hsa-miR-126-5p	C2orf69	chromosome 2 open reading frame 69	
Details	504	79	hsa-miR-126-5p	TOB1	transducer of ERBB2, 1	
Details	505	79	hsa-miR-126-5p	NR1D2	nuclear receptor subfamily 1 group D member 2	
Details	506	79	hsa-miR-126-5p	SFRP4	secreted frizzled related protein 4	
Details	507	79	hsa-miR-126-5p	NUDT12	nudix hydrolase 12	
Details	508	79	hsa-miR-126-5p	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	
Details	509	79	hsa-miR-126-5p	NHSL1	NHS like 1	
Details	510	79	hsa-miR-126-5p	IL17D	interleukin 17D	
Details	511	79	hsa-miR-126-5p	ASCC3	activating signal cointegrator 1 complex subunit 3	
Details	512	79	hsa-miR-126-5p	BAIAP2L1	BAI1 associated protein 2 like 1	
Details	513	79	hsa-miR-126-5p	FGF2	fibroblast growth factor 2	
Details	514	79	hsa-miR-126-5p	SELENOT	selenoprotein T	
Details	515	79	hsa-miR-126-5p	LACC1	laccase domain containing 1	
Details	516	78	hsa-miR-126-5p	LOC100130451	uncharacterized LOC100130451	
Details	517	78	hsa-miR-126-5p	TFEC	transcription factor EC	
Details	518	78	hsa-miR-126-5p	POLR2K	RNA polymerase II subunit K	
Details	519	78	hsa-miR-126-5p	ASTN1	astrotactin 1	
Details	520	78	hsa-miR-126-5p	GAS2L3	growth arrest specific 2 like 3	
Details	521	78	hsa-miR-126-5p	TMEM209	transmembrane protein 209	
Details	522	78	hsa-miR-126-5p	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4	
Details	523	78	hsa-miR-126-5p	MED14	mediator complex subunit 14	
Details	524	78	hsa-miR-126-5p	FKTN	fukutin	
Details	525	78	hsa-miR-126-5p	KLF17	Kruppel like factor 17	
Details	526	78	hsa-miR-126-5p	AFG1L	AFG1 like ATPase	
Details	527	78	hsa-miR-126-5p	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	
Details	528	78	hsa-miR-126-5p	USP47	ubiquitin specific peptidase 47	
Details	529	78	hsa-miR-126-5p	ZRANB1	zinc finger RANBP2-type containing 1	
Details	530	78	hsa-miR-126-5p	SSX2IP	SSX family member 2 interacting protein	
Details	531	78	hsa-miR-126-5p	POC1B-GALNT4	POC1B-GALNT4 readthrough	
Details	532	78	hsa-miR-126-5p	SYS1	SYS1, golgi trafficking protein	
Details	533	78	hsa-miR-126-5p	DAP3	death associated protein 3	
Details	534	77	hsa-miR-126-5p	NSL1	NSL1, MIS12 kinetochore complex component	
Details	535	77	hsa-miR-126-5p	NCAPH	non-SMC condensin I complex subunit H	
Details	536	77	hsa-miR-126-5p	CADM2	cell adhesion molecule 2	
Details	537	77	hsa-miR-126-5p	C16orf72	chromosome 16 open reading frame 72	
Details	538	77	hsa-miR-126-5p	CEP126	centrosomal protein 126	
Details	539	77	hsa-miR-126-5p	SLC35A3	solute carrier family 35 member A3	
Details	540	77	hsa-miR-126-5p	BMP3	bone morphogenetic protein 3	
Details	541	77	hsa-miR-126-5p	FCHO2	FCH domain only 2	
Details	542	77	hsa-miR-126-5p	TMEM59	transmembrane protein 59	
Details	543	77	hsa-miR-126-5p	CRBN	cereblon	
Details	544	77	hsa-miR-126-5p	CADM1	cell adhesion molecule 1	
Details	545	77	hsa-miR-126-5p	DBR1	debranching RNA lariats 1	
Details	546	77	hsa-miR-126-5p	C11orf87	chromosome 11 open reading frame 87	
Details	547	77	hsa-miR-126-5p	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	
Details	548	77	hsa-miR-126-5p	NAPG	NSF attachment protein gamma	
Details	549	77	hsa-miR-126-5p	UPRT	uracil phosphoribosyltransferase homolog	
Details	550	77	hsa-miR-126-5p	CACNA1A	calcium voltage-gated channel subunit alpha1 A	
Details	551	77	hsa-miR-126-5p	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	
Details	552	77	hsa-miR-126-5p	ACER3	alkaline ceramidase 3	
Details	553	77	hsa-miR-126-5p	EYA4	EYA transcriptional coactivator and phosphatase 4	
Details	554	77	hsa-miR-126-5p	SLC25A15	solute carrier family 25 member 15	
Details	555	77	hsa-miR-126-5p	LRCH1	leucine rich repeats and calponin homology domain containing 1	
Details	556	76	hsa-miR-126-5p	CEP170	centrosomal protein 170	
Details	557	76	hsa-miR-126-5p	GPATCH2L	G-patch domain containing 2 like	
Details	558	76	hsa-miR-126-5p	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2	
Details	559	76	hsa-miR-126-5p	BTC	betacellulin	
Details	560	76	hsa-miR-126-5p	RASSF6	Ras association domain family member 6	
Details	561	76	hsa-miR-126-5p	MAP2	microtubule associated protein 2	
Details	562	76	hsa-miR-126-5p	PTPN22	protein tyrosine phosphatase, non-receptor type 22	
Details	563	76	hsa-miR-126-5p	SMIM11B	small integral membrane protein 11B	
Details	564	76	hsa-miR-126-5p	C10orf126	chromosome 10 open reading frame 126	
Details	565	76	hsa-miR-126-5p	HOMEZ	homeobox and leucine zipper encoding	
Details	566	76	hsa-miR-126-5p	FBN2	fibrillin 2	
Details	567	76	hsa-miR-126-5p	GLIPR1	GLI pathogenesis related 1	
Details	568	76	hsa-miR-126-5p	RO60	Ro60, Y RNA binding protein	
Details	569	76	hsa-miR-126-5p	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	
Details	570	76	hsa-miR-126-5p	CERS6	ceramide synthase 6	
Details	571	76	hsa-miR-126-5p	SOX13	SRY-box 13	
Details	572	76	hsa-miR-126-5p	C9orf72	chromosome 9 open reading frame 72	
Details	573	76	hsa-miR-126-5p	SDHAF3	succinate dehydrogenase complex assembly factor 3	
Details	574	76	hsa-miR-126-5p	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	
Details	575	76	hsa-miR-126-5p	IL36G	interleukin 36 gamma	
Details	576	76	hsa-miR-126-5p	GFRAL	GDNF family receptor alpha like	
Details	577	76	hsa-miR-126-5p	TRIL	TLR4 interactor with leucine rich repeats	
Details	578	76	hsa-miR-126-5p	GRM7	glutamate metabotropic receptor 7	
Details	579	76	hsa-miR-126-5p	SMIM11A	small integral membrane protein 11A	
Details	580	76	hsa-miR-126-5p	ZNF148	zinc finger protein 148	
Details	581	76	hsa-miR-126-5p	MYBL1	MYB proto-oncogene like 1	
Details	582	76	hsa-miR-126-5p	CRLS1	cardiolipin synthase 1	
Details	583	76	hsa-miR-126-5p	EIF4A3	eukaryotic translation initiation factor 4A3	
Details	584	76	hsa-miR-126-5p	PLEKHB2	pleckstrin homology domain containing B2	
Details	585	75	hsa-miR-126-5p	HOOK3	hook microtubule tethering protein 3	
Details	586	75	hsa-miR-126-5p	IREB2	iron responsive element binding protein 2	
Details	587	75	hsa-miR-126-5p	CIAO2A	cytosolic iron-sulfur assembly component 2A	
Details	588	75	hsa-miR-126-5p	TNS2	tensin 2	
Details	589	75	hsa-miR-126-5p	TMTC1	transmembrane and tetratricopeptide repeat containing 1	
Details	590	75	hsa-miR-126-5p	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	
Details	591	75	hsa-miR-126-5p	EPHA5	EPH receptor A5	
Details	592	75	hsa-miR-126-5p	CPED1	cadherin like and PC-esterase domain containing 1	
Details	593	75	hsa-miR-126-5p	CDH20	cadherin 20	
Details	594	75	hsa-miR-126-5p	MSH4	mutS homolog 4	
Details	595	75	hsa-miR-126-5p	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	
Details	596	75	hsa-miR-126-5p	FXR1	FMR1 autosomal homolog 1	
Details	597	75	hsa-miR-126-5p	GNL1	G protein nucleolar 1 (putative)	
Details	598	75	hsa-miR-126-5p	NCK1	NCK adaptor protein 1	
Details	599	75	hsa-miR-126-5p	GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	
Details	600	75	hsa-miR-126-5p	HSPA4L	heat shock protein family A (Hsp70) member 4 like	
Details	601	75	hsa-miR-126-5p	MARCH3	membrane associated ring-CH-type finger 3	
Details	602	75	hsa-miR-126-5p	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	
Details	603	75	hsa-miR-126-5p	PDZRN4	PDZ domain containing ring finger 4	
Details	604	75	hsa-miR-126-5p	IFT57	intraflagellar transport 57	
Details	605	75	hsa-miR-126-5p	GRM5	glutamate metabotropic receptor 5	
Details	606	75	hsa-miR-126-5p	KIRREL2	kirre like nephrin family adhesion molecule 2	
Details	607	75	hsa-miR-126-5p	ZBTB1	zinc finger and BTB domain containing 1	
Details	608	75	hsa-miR-126-5p	POLK	DNA polymerase kappa	
Details	609	75	hsa-miR-126-5p	ZNF777	zinc finger protein 777	
Details	610	75	hsa-miR-126-5p	TCTN1	tectonic family member 1	
Details	611	75	hsa-miR-126-5p	RABGEF1	RAB guanine nucleotide exchange factor 1	
Details	612	75	hsa-miR-126-5p	FEM1B	fem-1 homolog B	
Details	613	75	hsa-miR-126-5p	PTPN14	protein tyrosine phosphatase, non-receptor type 14	
Details	614	75	hsa-miR-126-5p	NUDT7	nudix hydrolase 7	
Details	615	75	hsa-miR-126-5p	TTC7B	tetratricopeptide repeat domain 7B	
Details	616	75	hsa-miR-126-5p	HELZ	helicase with zinc finger	
Details	617	74	hsa-miR-126-5p	MYOZ3	myozenin 3	
Details	618	74	hsa-miR-126-5p	SETD5	SET domain containing 5	
Details	619	74	hsa-miR-126-5p	GHR	growth hormone receptor	
Details	620	74	hsa-miR-126-5p	SMIM8	small integral membrane protein 8	
Details	621	74	hsa-miR-126-5p	RBM19	RNA binding motif protein 19	
Details	622	74	hsa-miR-126-5p	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	
Details	623	74	hsa-miR-126-5p	FYB1	FYN binding protein 1	
Details	624	74	hsa-miR-126-5p	EFCAB7	EF-hand calcium binding domain 7	
Details	625	74	hsa-miR-126-5p	PANK3	pantothenate kinase 3	
Details	626	74	hsa-miR-126-5p	TSHZ1	teashirt zinc finger homeobox 1	
Details	627	74	hsa-miR-126-5p	ZNF197	zinc finger protein 197	
Details	628	74	hsa-miR-126-5p	RCN2	reticulocalbin 2	
Details	629	74	hsa-miR-126-5p	DIP2B	disco interacting protein 2 homolog B	
Details	630	74	hsa-miR-126-5p	ESM1	endothelial cell specific molecule 1	
Details	631	74	hsa-miR-126-5p	UBIAD1	UbiA prenyltransferase domain containing 1	
Details	632	74	hsa-miR-126-5p	ABHD18	abhydrolase domain containing 18	
Details	633	74	hsa-miR-126-5p	E2F7	E2F transcription factor 7	
Details	634	74	hsa-miR-126-5p	WIPF2	WAS/WASL interacting protein family member 2	
Details	635	74	hsa-miR-126-5p	ZNF208	zinc finger protein 208	
Details	636	74	hsa-miR-126-5p	TNFAIP2	TNF alpha induced protein 2	
Details	637	74	hsa-miR-126-5p	CHAMP1	chromosome alignment maintaining phosphoprotein 1	
Details	638	74	hsa-miR-126-5p	PCDH10	protocadherin 10	
Details	639	74	hsa-miR-126-5p	VAPA	VAMP associated protein A	
Details	640	74	hsa-miR-126-5p	PF4V1	platelet factor 4 variant 1	
Details	641	74	hsa-miR-126-5p	ZNF624	zinc finger protein 624	
Details	642	74	hsa-miR-126-5p	ADAMTSL1	ADAMTS like 1	
Details	643	74	hsa-miR-126-5p	DDIAS	DNA damage induced apoptosis suppressor	
Details	644	74	hsa-miR-126-5p	MYD88	MYD88, innate immune signal transduction adaptor	
Details	645	74	hsa-miR-126-5p	ASAH2B	N-acylsphingosine amidohydrolase 2B	
Details	646	74	hsa-miR-126-5p	DBF4	DBF4 zinc finger	
Details	647	74	hsa-miR-126-5p	PHACTR2	phosphatase and actin regulator 2	
Details	648	73	hsa-miR-126-5p	ARHGAP20	Rho GTPase activating protein 20	
Details	649	73	hsa-miR-126-5p	DCAF10	DDB1 and CUL4 associated factor 10	
Details	650	73	hsa-miR-126-5p	SYT14	synaptotagmin 14	
Details	651	73	hsa-miR-126-5p	MRTFB	myocardin related transcription factor B	
Details	652	73	hsa-miR-126-5p	WWC1	WW and C2 domain containing 1	
Details	653	73	hsa-miR-126-5p	NECAB1	N-terminal EF-hand calcium binding protein 1	
Details	654	73	hsa-miR-126-5p	EFCAB11	EF-hand calcium binding domain 11	
Details	655	73	hsa-miR-126-5p	EVI2A	ecotropic viral integration site 2A	
Details	656	73	hsa-miR-126-5p	EXOC5	exocyst complex component 5	
Details	657	73	hsa-miR-126-5p	ASPH	aspartate beta-hydroxylase	
Details	658	73	hsa-miR-126-5p	SLC25A30	solute carrier family 25 member 30	
Details	659	73	hsa-miR-126-5p	SNAI2	snail family transcriptional repressor 2	
Details	660	73	hsa-miR-126-5p	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	
Details	661	73	hsa-miR-126-5p	ANO5	anoctamin 5	
Details	662	73	hsa-miR-126-5p	METTL15	methyltransferase like 15	
Details	663	73	hsa-miR-126-5p	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3	
Details	664	73	hsa-miR-126-5p	MBOAT1	membrane bound O-acyltransferase domain containing 1	
Details	665	73	hsa-miR-126-5p	PUS10	pseudouridine synthase 10	
Details	666	73	hsa-miR-126-5p	ANGPTL1	angiopoietin like 1	
Details	667	73	hsa-miR-126-5p	JAG1	jagged 1	
Details	668	73	hsa-miR-126-5p	LRRC55	leucine rich repeat containing 55	
Details	669	73	hsa-miR-126-5p	ZNF224	zinc finger protein 224	
Details	670	73	hsa-miR-126-5p	SNURF	SNRPN upstream reading frame	
Details	671	73	hsa-miR-126-5p	ZNF680	zinc finger protein 680	
Details	672	72	hsa-miR-126-5p	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	
Details	673	72	hsa-miR-126-5p	C3orf80	chromosome 3 open reading frame 80	
Details	674	72	hsa-miR-126-5p	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	
Details	675	72	hsa-miR-126-5p	DPH6	diphthamine biosynthesis 6	
Details	676	72	hsa-miR-126-5p	GCLM	glutamate-cysteine ligase modifier subunit	
Details	677	72	hsa-miR-126-5p	NLGN4Y	neuroligin 4 Y-linked	
Details	678	72	hsa-miR-126-5p	GJB2	gap junction protein beta 2	
Details	679	72	hsa-miR-126-5p	SMIM25	small integral membrane protein 25	
Details	680	72	hsa-miR-126-5p	ITGB3BP	integrin subunit beta 3 binding protein	
Details	681	72	hsa-miR-126-5p	PTPRB	protein tyrosine phosphatase, receptor type B	
Details	682	72	hsa-miR-126-5p	TGS1	trimethylguanosine synthase 1	
Details	683	72	hsa-miR-126-5p	SNX14	sorting nexin 14	
Details	684	72	hsa-miR-126-5p	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	
Details	685	72	hsa-miR-126-5p	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	
Details	686	72	hsa-miR-126-5p	MPC1	mitochondrial pyruvate carrier 1	
Details	687	72	hsa-miR-126-5p	COL12A1	collagen type XII alpha 1 chain	
