Target Detail	Target Rank	Target Score	miRNA Name	Gene Symbol	Gene Description	
Details	344	88	hsa-miR-16-5p	SCOC	short coiled-coil protein	
Details	345	88	hsa-miR-16-5p	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	
Details	346	88	hsa-miR-16-5p	GNAT1	G protein subunit alpha transducin 1	
Details	347	88	hsa-miR-16-5p	DRD1	dopamine receptor D1	
Details	348	88	hsa-miR-16-5p	CXCR5	C-X-C motif chemokine receptor 5	
Details	349	88	hsa-miR-16-5p	PDIA6	protein disulfide isomerase family A member 6	
Details	350	88	hsa-miR-16-5p	RBBP6	RB binding protein 6, ubiquitin ligase	
Details	351	88	hsa-miR-16-5p	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	
Details	352	88	hsa-miR-16-5p	USP15	ubiquitin specific peptidase 15	
Details	353	88	hsa-miR-16-5p	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	
Details	354	88	hsa-miR-16-5p	SNX16	sorting nexin 16	
Details	355	88	hsa-miR-16-5p	IVNS1ABP	influenza virus NS1A binding protein	
Details	356	88	hsa-miR-16-5p	WNT7A	Wnt family member 7A	
Details	357	88	hsa-miR-16-5p	SNRPB2	small nuclear ribonucleoprotein polypeptide B2	
Details	358	88	hsa-miR-16-5p	QKI	QKI, KH domain containing RNA binding	
Details	359	88	hsa-miR-16-5p	DMTF1	cyclin D binding myb like transcription factor 1	
Details	360	88	hsa-miR-16-5p	LRP6	LDL receptor related protein 6	
Details	361	88	hsa-miR-16-5p	BZW1	basic leucine zipper and W2 domains 1	
Details	362	88	hsa-miR-16-5p	FAM81A	family with sequence similarity 81 member A	
Details	363	88	hsa-miR-16-5p	SMIM13	small integral membrane protein 13	
Details	364	88	hsa-miR-16-5p	GLS2	glutaminase 2	
Details	365	88	hsa-miR-16-5p	MOB4	MOB family member 4, phocein	
Details	366	88	hsa-miR-16-5p	KCNG4	potassium voltage-gated channel modifier subfamily G member 4	
Details	367	88	hsa-miR-16-5p	HMGA1	high mobility group AT-hook 1	
Details	368	88	hsa-miR-16-5p	MYO5B	myosin VB	
Details	369	87	hsa-miR-16-5p	SPTBN2	spectrin beta, non-erythrocytic 2	
Details	370	87	hsa-miR-16-5p	TENM2	teneurin transmembrane protein 2	
Details	371	87	hsa-miR-16-5p	PDE3B	phosphodiesterase 3B	
Details	372	87	hsa-miR-16-5p	HTR4	5-hydroxytryptamine receptor 4	
Details	373	87	hsa-miR-16-5p	ATXN7L3	ataxin 7 like 3	
Details	374	87	hsa-miR-16-5p	CHUK	conserved helix-loop-helix ubiquitous kinase	
Details	375	87	hsa-miR-16-5p	USP44	ubiquitin specific peptidase 44	
Details	376	87	hsa-miR-16-5p	WWC1	WW and C2 domain containing 1	
Details	377	87	hsa-miR-16-5p	SIPA1L2	signal induced proliferation associated 1 like 2	
Details	378	87	hsa-miR-16-5p	MCU	mitochondrial calcium uniporter	
Details	379	87	hsa-miR-16-5p	SSR1	signal sequence receptor subunit 1	
Details	380	87	hsa-miR-16-5p	CUX1	cut like homeobox 1	
Details	381	87	hsa-miR-16-5p	RUNDC3B	RUN domain containing 3B	
Details	382	87	hsa-miR-16-5p	PEX13	peroxisomal biogenesis factor 13	
Details	383	87	hsa-miR-16-5p	HEPHL1	hephaestin like 1	
Details	384	87	hsa-miR-16-5p	SLC4A4	solute carrier family 4 member 4	
Details	385	87	hsa-miR-16-5p	HECTD1	HECT domain E3 ubiquitin protein ligase 1	
Details	386	87	hsa-miR-16-5p	VPS4A	vacuolar protein sorting 4 homolog A	
Details	387	87	hsa-miR-16-5p	CDC27	cell division cycle 27	
Details	388	87	hsa-miR-16-5p	NAV1	neuron navigator 1	
Details	389	87	hsa-miR-16-5p	RET	ret proto-oncogene	
Details	390	87	hsa-miR-16-5p	MTFR1L	mitochondrial fission regulator 1 like	
Details	391	87	hsa-miR-16-5p	SLC6A11	solute carrier family 6 member 11	
Details	392	87	hsa-miR-16-5p	DDX3Y	DEAD-box helicase 3 Y-linked	
Details	393	87	hsa-miR-16-5p	DEPDC4	DEP domain containing 4	
Details	394	86	hsa-miR-16-5p	ANXA11	annexin A11	
Details	395	86	hsa-miR-16-5p	CLUH	clustered mitochondria homolog	
Details	396	86	hsa-miR-16-5p	RFK	riboflavin kinase	
Details	397	86	hsa-miR-16-5p	KPNA3	karyopherin subunit alpha 3	
Details	398	86	hsa-miR-16-5p	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	
Details	399	86	hsa-miR-16-5p	TARBP2	TARBP2, RISC loading complex RNA binding subunit	
Details	400	86	hsa-miR-16-5p	USP3	ubiquitin specific peptidase 3	
Details	401	86	hsa-miR-16-5p	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	
Details	402	86	hsa-miR-16-5p	LGR5	leucine rich repeat containing G protein-coupled receptor 5	
Details	403	86	hsa-miR-16-5p	MYEF2	myelin expression factor 2	
Details	404	86	hsa-miR-16-5p	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	
Details	405	86	hsa-miR-16-5p	ARHGAP12	Rho GTPase activating protein 12	
Details	406	86	hsa-miR-16-5p	CPD	carboxypeptidase D	
Details	407	86	hsa-miR-16-5p	SLC39A10	solute carrier family 39 member 10	
Details	408	86	hsa-miR-16-5p	KIF3B	kinesin family member 3B	
Details	409	86	hsa-miR-16-5p	SYPL1	synaptophysin like 1	
Details	410	86	hsa-miR-16-5p	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	
Details	411	86	hsa-miR-16-5p	UNC13A	unc-13 homolog A	
Details	412	86	hsa-miR-16-5p	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	
Details	413	86	hsa-miR-16-5p	SOBP	sine oculis binding protein homolog	
Details	414	86	hsa-miR-16-5p	SLC35G1	solute carrier family 35 member G1	
Details	415	86	hsa-miR-16-5p	GFAP	glial fibrillary acidic protein	
Details	416	86	hsa-miR-16-5p	PIP4P1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1	
Details	417	86	hsa-miR-16-5p	SPAG7	sperm associated antigen 7	
Details	418	86	hsa-miR-16-5p	IARS	isoleucyl-tRNA synthetase	
Details	419	86	hsa-miR-16-5p	CDK8	cyclin dependent kinase 8	
Details	420	86	hsa-miR-16-5p	CYP2S1	cytochrome P450 family 2 subfamily S member 1	
Details	421	86	hsa-miR-16-5p	TUBA4A	tubulin alpha 4a	
Details	422	86	hsa-miR-16-5p	RSPO3	R-spondin 3	
Details	423	86	hsa-miR-16-5p	DPY19L4	dpy-19 like 4	
Details	424	86	hsa-miR-16-5p	MASP1	mannan binding lectin serine peptidase 1	
Details	425	86	hsa-miR-16-5p	COPS7B	COP9 signalosome subunit 7B	
Details	426	86	hsa-miR-16-5p	NF1	neurofibromin 1	
Details	427	86	hsa-miR-16-5p	KCNN4	potassium calcium-activated channel subfamily N member 4	
Details	428	86	hsa-miR-16-5p	CMC4	C-X9-C motif containing 4	
Details	429	86	hsa-miR-16-5p	SESN1	sestrin 1	
Details	430	86	hsa-miR-16-5p	SON	SON DNA binding protein	
Details	431	86	hsa-miR-16-5p	NOB1	NIN1 (RPN12) binding protein 1 homolog	
Details	432	86	hsa-miR-16-5p	WBP11	WW domain binding protein 11	
Details	433	86	hsa-miR-16-5p	DENND2C	DENN domain containing 2C	
Details	434	86	hsa-miR-16-5p	HOXA10	homeobox A10	
Details	435	86	hsa-miR-16-5p	NUFIP2	nuclear FMR1 interacting protein 2	
Details	436	85	hsa-miR-16-5p	ARHGAP20	Rho GTPase activating protein 20	
Details	437	85	hsa-miR-16-5p	RAB9A	RAB9A, member RAS oncogene family	
Details	438	85	hsa-miR-16-5p	BTG2	BTG anti-proliferation factor 2	
Details	439	85	hsa-miR-16-5p	RBM12	RNA binding motif protein 12	
Details	440	85	hsa-miR-16-5p	ZNHIT6	zinc finger HIT-type containing 6	
Details	441	85	hsa-miR-16-5p	RICTOR	RPTOR independent companion of MTOR complex 2	
Details	442	85	hsa-miR-16-5p	CD80	CD80 molecule	
Details	443	85	hsa-miR-16-5p	EPC1	enhancer of polycomb homolog 1	
Details	444	85	hsa-miR-16-5p	PDK4	pyruvate dehydrogenase kinase 4	
Details	445	85	hsa-miR-16-5p	FAM110C	family with sequence similarity 110 member C	
Details	446	85	hsa-miR-16-5p	LRP2	LDL receptor related protein 2	
Details	447	85	hsa-miR-16-5p	ACOX1	acyl-CoA oxidase 1	
Details	448	85	hsa-miR-16-5p	GCC2	GRIP and coiled-coil domain containing 2	
Details	449	85	hsa-miR-16-5p	MAN2A2	mannosidase alpha class 2A member 2	
Details	450	85	hsa-miR-16-5p	GPN1	GPN-loop GTPase 1	
Details	451	85	hsa-miR-16-5p	SSTR3	somatostatin receptor 3	
Details	452	85	hsa-miR-16-5p	RUNX1T1	RUNX1 translocation partner 1	
Details	453	85	hsa-miR-16-5p	TRAM1	translocation associated membrane protein 1	
Details	454	85	hsa-miR-16-5p	OTX1	orthodenticle homeobox 1	
Details	455	85	hsa-miR-16-5p	PELI2	pellino E3 ubiquitin protein ligase family member 2	
Details	456	85	hsa-miR-16-5p	TMEM199	transmembrane protein 199	
Details	457	85	hsa-miR-16-5p	ZBTB20	zinc finger and BTB domain containing 20	
Details	458	85	hsa-miR-16-5p	NFATC3	nuclear factor of activated T cells 3	
Details	459	84	hsa-miR-16-5p	MAP3K9	mitogen-activated protein kinase kinase kinase 9	
Details	460	84	hsa-miR-16-5p	ELAC1	elaC ribonuclease Z 1	
Details	461	84	hsa-miR-16-5p	ANKRD46	ankyrin repeat domain 46	
Details	462	84	hsa-miR-16-5p	MOV10	Mov10 RISC complex RNA helicase	
Details	463	84	hsa-miR-16-5p	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2	
Details	464	84	hsa-miR-16-5p	CREBRF	CREB3 regulatory factor	
Details	465	84	hsa-miR-16-5p	RBM24	RNA binding motif protein 24	
Details	466	84	hsa-miR-16-5p	PLEKHA1	pleckstrin homology domain containing A1	
Details	467	84	hsa-miR-16-5p	PTPRD	protein tyrosine phosphatase, receptor type D	
Details	468	84	hsa-miR-16-5p	NSG1	neuronal vesicle trafficking associated 1	
Details	469	84	hsa-miR-16-5p	FLT3	fms related tyrosine kinase 3	
Details	470	84	hsa-miR-16-5p	NCS1	neuronal calcium sensor 1	
Details	471	84	hsa-miR-16-5p	ACVR2B	activin A receptor type 2B	
Details	472	84	hsa-miR-16-5p	SAV1	salvador family WW domain containing protein 1	
Details	473	84	hsa-miR-16-5p	RIMKLB	ribosomal modification protein rimK like family member B	
Details	474	84	hsa-miR-16-5p	ZDHHC15	zinc finger DHHC-type containing 15	
Details	475	84	hsa-miR-16-5p	ZCCHC2	zinc finger CCHC-type containing 2	
Details	476	84	hsa-miR-16-5p	SEH1L	SEH1 like nucleoporin	
Details	477	84	hsa-miR-16-5p	SNTB2	syntrophin beta 2	
Details	478	84	hsa-miR-16-5p	BCL2L2	BCL2 like 2	
Details	479	84	hsa-miR-16-5p	CCDC88C	coiled-coil domain containing 88C	
Details	480	84	hsa-miR-16-5p	RAB30	RAB30, member RAS oncogene family	
Details	481	84	hsa-miR-16-5p	DENND4A	DENN domain containing 4A	
Details	482	84	hsa-miR-16-5p	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2	
Details	483	84	hsa-miR-16-5p	ABCF3	ATP binding cassette subfamily F member 3	
Details	484	84	hsa-miR-16-5p	EXT2	exostosin glycosyltransferase 2	
Details	485	84	hsa-miR-16-5p	LAMC1	laminin subunit gamma 1	
Details	486	84	hsa-miR-16-5p	ARMCX2	armadillo repeat containing X-linked 2	
Details	487	84	hsa-miR-16-5p	PPP6R3	protein phosphatase 6 regulatory subunit 3	
Details	488	84	hsa-miR-16-5p	HELZ	helicase with zinc finger	
Details	489	84	hsa-miR-16-5p	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	
Details	490	83	hsa-miR-16-5p	HMBOX1	homeobox containing 1	
Details	491	83	hsa-miR-16-5p	KCTD8	potassium channel tetramerization domain containing 8	
Details	492	83	hsa-miR-16-5p	ZNF548	zinc finger protein 548	
Details	493	83	hsa-miR-16-5p	PPT2	palmitoyl-protein thioesterase 2	
Details	494	83	hsa-miR-16-5p	ATF6	activating transcription factor 6	
Details	495	83	hsa-miR-16-5p	CARM1	coactivator associated arginine methyltransferase 1	
Details	496	83	hsa-miR-16-5p	IHH	Indian hedgehog signaling molecule	
Details	497	83	hsa-miR-16-5p	TSC22D2	TSC22 domain family member 2	
Details	498	83	hsa-miR-16-5p	UTP25	UTP25, small subunit processor component	
Details	499	83	hsa-miR-16-5p	CLDN12	claudin 12	
Details	500	83	hsa-miR-16-5p	AGO1	argonaute RISC catalytic component 1	
Details	501	83	hsa-miR-16-5p	EYA1	EYA transcriptional coactivator and phosphatase 1	
Details	502	83	hsa-miR-16-5p	ATXN7L3B	ataxin 7 like 3B	
Details	503	83	hsa-miR-16-5p	NRP2	neuropilin 2	
Details	504	83	hsa-miR-16-5p	CHIC1	cysteine rich hydrophobic domain 1	
Details	505	83	hsa-miR-16-5p	SLC2A14	solute carrier family 2 member 14	
Details	506	83	hsa-miR-16-5p	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	
Details	507	83	hsa-miR-16-5p	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	
Details	508	83	hsa-miR-16-5p	LYPLA2	lysophospholipase 2	
Details	509	83	hsa-miR-16-5p	NRBP1	nuclear receptor binding protein 1	
Details	510	83	hsa-miR-16-5p	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	
Details	511	83	hsa-miR-16-5p	SOX6	SRY-box 6	
Details	512	83	hsa-miR-16-5p	LDLRAD2	low density lipoprotein receptor class A domain containing 2	
Details	513	83	hsa-miR-16-5p	VTI1B	vesicle transport through interaction with t-SNAREs 1B	
Details	514	82	hsa-miR-16-5p	FAM122B	family with sequence similarity 122B	
Details	515	82	hsa-miR-16-5p	CCDC83	coiled-coil domain containing 83	
Details	516	82	hsa-miR-16-5p	COBLL1	cordon-bleu WH2 repeat protein like 1	
Details	517	82	hsa-miR-16-5p	SALL3	spalt like transcription factor 3	
Details	518	82	hsa-miR-16-5p	LOC100130451	uncharacterized LOC100130451	
Details	519	82	hsa-miR-16-5p	FAM135A	family with sequence similarity 135 member A	
Details	520	82	hsa-miR-16-5p	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	
Details	521	82	hsa-miR-16-5p	TMEM74B	transmembrane protein 74B	
Details	522	82	hsa-miR-16-5p	SYT4	synaptotagmin 4	
Details	523	82	hsa-miR-16-5p	IGF1R	insulin like growth factor 1 receptor	
Details	524	82	hsa-miR-16-5p	PLRG1	pleiotropic regulator 1	
Details	525	82	hsa-miR-16-5p	IGF2R	insulin like growth factor 2 receptor	
Details	526	82	hsa-miR-16-5p	ARPP19	cAMP regulated phosphoprotein 19	
Details	527	82	hsa-miR-16-5p	MYRIP	myosin VIIA and Rab interacting protein	
Details	528	82	hsa-miR-16-5p	ACSL4	acyl-CoA synthetase long chain family member 4	
Details	529	82	hsa-miR-16-5p	UROS	uroporphyrinogen III synthase	
Details	530	82	hsa-miR-16-5p	SLC2A3	solute carrier family 2 member 3	
Details	531	82	hsa-miR-16-5p	WNT4	Wnt family member 4	
Details	532	82	hsa-miR-16-5p	RSBN1	round spermatid basic protein 1	
Details	533	82	hsa-miR-16-5p	BMPR1A	bone morphogenetic protein receptor type 1A	
Details	534	82	hsa-miR-16-5p	CDHR1	cadherin related family member 1	
Details	535	82	hsa-miR-16-5p	IL7R	interleukin 7 receptor	
Details	536	82	hsa-miR-16-5p	FAM89A	family with sequence similarity 89 member A	
Details	537	82	hsa-miR-16-5p	RTN4	reticulon 4	
Details	538	82	hsa-miR-16-5p	ST7L	suppression of tumorigenicity 7 like	
Details	539	82	hsa-miR-16-5p	MAP7	microtubule associated protein 7	
Details	540	82	hsa-miR-16-5p	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	
Details	541	81	hsa-miR-16-5p	TGIF2	TGFB induced factor homeobox 2	
Details	542	81	hsa-miR-16-5p	RAD50	RAD50 double strand break repair protein	
Details	543	81	hsa-miR-16-5p	ELMOD1	ELMO domain containing 1	
Details	544	81	hsa-miR-16-5p	MBNL2	muscleblind like splicing regulator 2	
Details	545	81	hsa-miR-16-5p	FGF9	fibroblast growth factor 9	
Details	546	81	hsa-miR-16-5p	CD3E	CD3e molecule	
Details	547	81	hsa-miR-16-5p	MIB1	mindbomb E3 ubiquitin protein ligase 1	
Details	548	81	hsa-miR-16-5p	C1QL3	complement C1q like 3	
Details	549	81	hsa-miR-16-5p	DLEU7	deleted in lymphocytic leukemia 7	
Details	550	81	hsa-miR-16-5p	C2orf72	chromosome 2 open reading frame 72	
Details	551	81	hsa-miR-16-5p	TMEM135	transmembrane protein 135	
Details	552	81	hsa-miR-16-5p	ISM2	isthmin 2	
Details	553	81	hsa-miR-16-5p	ATG13	autophagy related 13	
Details	554	81	hsa-miR-16-5p	MIGA1	mitoguardin 1	
Details	555	81	hsa-miR-16-5p	RGMA	repulsive guidance molecule BMP co-receptor a	
Details	556	81	hsa-miR-16-5p	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	
Details	557	81	hsa-miR-16-5p	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	
Details	558	81	hsa-miR-16-5p	ANLN	anillin actin binding protein	
Details	559	81	hsa-miR-16-5p	SUZ12	SUZ12, polycomb repressive complex 2 subunit	
Details	560	81	hsa-miR-16-5p	FNTA	farnesyltransferase, CAAX box, alpha	
Details	561	81	hsa-miR-16-5p	G0S2	G0/G1 switch 2	
Details	562	81	hsa-miR-16-5p	HECTD4	HECT domain E3 ubiquitin protein ligase 4	
Details	563	81	hsa-miR-16-5p	TMEM154	transmembrane protein 154	
Details	564	81	hsa-miR-16-5p	RIF1	replication timing regulatory factor 1	
Details	565	81	hsa-miR-16-5p	SESTD1	SEC14 and spectrin domain containing 1	
Details	566	81	hsa-miR-16-5p	RORA	RAR related orphan receptor A	
Details	567	81	hsa-miR-16-5p	CCNJL	cyclin J like	
Details	568	81	hsa-miR-16-5p	SEMA3D	semaphorin 3D	
Details	569	80	hsa-miR-16-5p	ELL2	elongation factor for RNA polymerase II 2	
Details	570	80	hsa-miR-16-5p	ZC2HC1A	zinc finger C2HC-type containing 1A	
Details	571	80	hsa-miR-16-5p	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	
Details	572	80	hsa-miR-16-5p	MYT1L	myelin transcription factor 1 like	
Details	573	80	hsa-miR-16-5p	KIF5A	kinesin family member 5A	
Details	574	80	hsa-miR-16-5p	SAMD10	sterile alpha motif domain containing 10	
Details	575	80	hsa-miR-16-5p	ACSS2	acyl-CoA synthetase short chain family member 2	
Details	576	80	hsa-miR-16-5p	POLR3F	RNA polymerase III subunit F	
Details	577	80	hsa-miR-16-5p	UBR3	ubiquitin protein ligase E3 component n-recognin 3	
Details	578	80	hsa-miR-16-5p	TTC14	tetratricopeptide repeat domain 14	
Details	579	80	hsa-miR-16-5p	BCL7A	BCL7A, BAF complex component	
Details	580	80	hsa-miR-16-5p	SVIP	small VCP interacting protein	
Details	581	80	hsa-miR-16-5p	PRDM11	PR/SET domain 11	
Details	582	80	hsa-miR-16-5p	CNTNAP1	contactin associated protein 1	
Details	583	80	hsa-miR-16-5p	CPSF7	cleavage and polyadenylation specific factor 7	
Details	584	80	hsa-miR-16-5p	ZNF704	zinc finger protein 704	
Details	585	80	hsa-miR-16-5p	PTCH1	patched 1	
Details	586	80	hsa-miR-16-5p	EML6	EMAP like 6	
Details	587	80	hsa-miR-16-5p	PID1	phosphotyrosine interaction domain containing 1	
Details	588	80	hsa-miR-16-5p	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	
Details	589	80	hsa-miR-16-5p	SIAH1	siah E3 ubiquitin protein ligase 1	
Details	590	80	hsa-miR-16-5p	LCOR	ligand dependent nuclear receptor corepressor	
Details	591	80	hsa-miR-16-5p	OTUD4	OTU deubiquitinase 4	
Details	592	80	hsa-miR-16-5p	ENAH	ENAH, actin regulator	
Details	593	80	hsa-miR-16-5p	PHACTR2	phosphatase and actin regulator 2	
Details	594	79	hsa-miR-16-5p	SLC35B2	solute carrier family 35 member B2	
Details	595	79	hsa-miR-16-5p	KBTBD2	kelch repeat and BTB domain containing 2	
Details	596	79	hsa-miR-16-5p	BCAP29	B cell receptor associated protein 29	
Details	597	79	hsa-miR-16-5p	EIF3A	eukaryotic translation initiation factor 3 subunit A	
Details	598	79	hsa-miR-16-5p	HSPE1-MOB4	HSPE1-MOB4 readthrough	
Details	599	79	hsa-miR-16-5p	PHKA1	phosphorylase kinase regulatory subunit alpha 1	
Details	600	79	hsa-miR-16-5p	MDN1	midasin AAA ATPase 1	
Details	601	79	hsa-miR-16-5p	PSKH1	protein serine kinase H1	
Details	602	79	hsa-miR-16-5p	LHX3	LIM homeobox 3	
Details	603	79	hsa-miR-16-5p	SLC15A4	solute carrier family 15 member 4	
Details	604	79	hsa-miR-16-5p	NISCH	nischarin	
Details	605	79	hsa-miR-16-5p	ERC2	ELKS/RAB6-interacting/CAST family member 2	
Details	606	79	hsa-miR-16-5p	PPIF	peptidylprolyl isomerase F	
Details	607	79	hsa-miR-16-5p	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	
Details	608	79	hsa-miR-16-5p	SUSD6	sushi domain containing 6	
Details	609	79	hsa-miR-16-5p	BCL2	BCL2, apoptosis regulator	
Details	610	79	hsa-miR-16-5p	YAP1	Yes associated protein 1	
Details	611	79	hsa-miR-16-5p	GNAI3	G protein subunit alpha i3	
Details	612	79	hsa-miR-16-5p	ATP7A	ATPase copper transporting alpha	
Details	613	78	hsa-miR-16-5p	ATP13A3	ATPase 13A3	
Details	614	78	hsa-miR-16-5p	LOC390877	adenylate kinase isoenzyme 1-like	
Details	615	78	hsa-miR-16-5p	HMGA2	high mobility group AT-hook 2	
Details	616	78	hsa-miR-16-5p	PLXNA2	plexin A2	
Details	617	78	hsa-miR-16-5p	SLC1A2	solute carrier family 1 member 2	
Details	618	78	hsa-miR-16-5p	GOLGA1	golgin A1	
Details	619	78	hsa-miR-16-5p	ADAMTSL3	ADAMTS like 3	
Details	620	78	hsa-miR-16-5p	MAPRE1	microtubule associated protein RP/EB family member 1	
Details	621	78	hsa-miR-16-5p	LRRFIP2	LRR binding FLII interacting protein 2	
Details	622	78	hsa-miR-16-5p	RAB10	RAB10, member RAS oncogene family	
Details	623	78	hsa-miR-16-5p	GNAQ	G protein subunit alpha q	
Details	624	78	hsa-miR-16-5p	FAM122A	family with sequence similarity 122A	
Details	625	78	hsa-miR-16-5p	TMEM121B	transmembrane protein 121B	
Details	626	78	hsa-miR-16-5p	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	
Details	627	78	hsa-miR-16-5p	SCAI	suppressor of cancer cell invasion	
Details	628	78	hsa-miR-16-5p	CBFA2T3	CBFA2/RUNX1 translocation partner 3	
Details	629	78	hsa-miR-16-5p	UHMK1	U2AF homology motif kinase 1	
Details	630	78	hsa-miR-16-5p	OSCP1	organic solute carrier partner 1	
Details	631	78	hsa-miR-16-5p	CAMSAP1	calmodulin regulated spectrin associated protein 1	
Details	632	78	hsa-miR-16-5p	KIF1C	kinesin family member 1C	
Details	633	78	hsa-miR-16-5p	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	
Details	634	78	hsa-miR-16-5p	RAB40AL	RAB40A like	
Details	635	78	hsa-miR-16-5p	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	
Details	636	78	hsa-miR-16-5p	NUAK2	NUAK family kinase 2	
Details	637	78	hsa-miR-16-5p	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	
Details	638	78	hsa-miR-16-5p	MMD	monocyte to macrophage differentiation associated	
Details	639	78	hsa-miR-16-5p	CCDC85C	coiled-coil domain containing 85C	
Details	640	78	hsa-miR-16-5p	ZSWIM3	zinc finger SWIM-type containing 3	
Details	641	78	hsa-miR-16-5p	PDIK1L	PDLIM1 interacting kinase 1 like	
Details	642	78	hsa-miR-16-5p	CREBL2	cAMP responsive element binding protein like 2	
Details	643	77	hsa-miR-16-5p	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	
Details	644	77	hsa-miR-16-5p	GLRX	glutaredoxin	
Details	645	77	hsa-miR-16-5p	PTPRJ	protein tyrosine phosphatase, receptor type J	
Details	646	77	hsa-miR-16-5p	TRMT9B	tRNA methyltransferase 9B (putative)	
Details	647	77	hsa-miR-16-5p	SLC6A4	solute carrier family 6 member 4	
Details	648	77	hsa-miR-16-5p	SLC39A9	solute carrier family 39 member 9	
Details	649	77	hsa-miR-16-5p	CCND3	cyclin D3	
Details	650	77	hsa-miR-16-5p	TOX3	TOX high mobility group box family member 3	
Details	651	77	hsa-miR-16-5p	CLDN2	claudin 2	
Details	652	77	hsa-miR-16-5p	ESRRA	estrogen related receptor alpha	
Details	653	77	hsa-miR-16-5p	TFAP2D	transcription factor AP-2 delta	
Details	654	77	hsa-miR-16-5p	USP9X	ubiquitin specific peptidase 9 X-linked	
Details	655	77	hsa-miR-16-5p	USP12	ubiquitin specific peptidase 12	
Details	656	77	hsa-miR-16-5p	SNRK	SNF related kinase	
Details	657	77	hsa-miR-16-5p	FAT3	FAT atypical cadherin 3	
Details	658	77	hsa-miR-16-5p	IRAK2	interleukin 1 receptor associated kinase 2	
Details	659	77	hsa-miR-16-5p	NOTCH2	notch 2	
Details	660	77	hsa-miR-16-5p	CCNT2	cyclin T2	
Details	661	77	hsa-miR-16-5p	TRIP11	thyroid hormone receptor interactor 11	
Details	662	77	hsa-miR-16-5p	CARD10	caspase recruitment domain family member 10	
Details	663	77	hsa-miR-16-5p	BOLA3	bolA family member 3	
Details	664	77	hsa-miR-16-5p	KCNQ5	potassium voltage-gated channel subfamily Q member 5	
Details	665	77	hsa-miR-16-5p	MLYCD	malonyl-CoA decarboxylase	
Details	666	76	hsa-miR-16-5p	EXTL3	exostosin like glycosyltransferase 3	
Details	667	76	hsa-miR-16-5p	ZNF705E	zinc finger protein 705E	
Details	668	76	hsa-miR-16-5p	C16orf72	chromosome 16 open reading frame 72	
Details	669	76	hsa-miR-16-5p	FKBP1A	FKBP prolyl isomerase 1A	
Details	670	76	hsa-miR-16-5p	KCNU1	potassium calcium-activated channel subfamily U member 1	
Details	671	76	hsa-miR-16-5p	IST1	IST1, ESCRT-III associated factor	
Details	672	76	hsa-miR-16-5p	PDCD1	programmed cell death 1	
Details	673	76	hsa-miR-16-5p	YOD1	YOD1 deubiquitinase	
Details	674	76	hsa-miR-16-5p	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	
Details	675	76	hsa-miR-16-5p	SLC13A1	solute carrier family 13 member 1	
Details	676	76	hsa-miR-16-5p	ZNF117	zinc finger protein 117	
Details	677	76	hsa-miR-16-5p	PSAT1	phosphoserine aminotransferase 1	
Details	678	76	hsa-miR-16-5p	PPFIA2	PTPRF interacting protein alpha 2	
Details	679	76	hsa-miR-16-5p	STXBP1	syntaxin binding protein 1	
Details	680	76	hsa-miR-16-5p	KLHDC8B	kelch domain containing 8B	
Details	681	76	hsa-miR-16-5p	NLRX1	NLR family member X1	
Details	682	76	hsa-miR-16-5p	KPNA1	karyopherin subunit alpha 1	
Details	683	76	hsa-miR-16-5p	ZBTB33	zinc finger and BTB domain containing 33	
Details	684	76	hsa-miR-16-5p	E2F7	E2F transcription factor 7	
Details	685	76	hsa-miR-16-5p	GOLT1B	golgi transport 1B	
Details	686	76	hsa-miR-16-5p	NF2	neurofibromin 2	
